Species	Group	TaxID	Source
Olea_hansineensis	Metazoa	1522364	metazoa_metadata
Oleoguttula_mirabilis	Fungi	1507867	accession_api
Olpidium_bornovanus	Fungi	278681	accession_api
Olyra_latifolia	angiosperms	38716	accession_api
Onchidella_floridana	Metazoa	259645	metazoa_metadata
Onchidium_reevesii	Metazoa	2547651	metazoa_metadata
Onchidium_verrucosum	Metazoa	259646	metazoa_metadata
Oncomelania_hupensis	Metazoa	56141	accession_api
Onthophagus_taurus	Metazoa	166361	accession_api
Onychoteuthis_banksii	Metazoa	392296	metazoa_metadata
Oopsacas_minuta	Metazoa	111878	accession_api
Ophelina_acuminata	Metazoa	190468	metazoa_metadata
Ophidiomyces_ophidiicola	Fungi	1387563	accession_api
Ophiobolus_disseminans	Fungi	1469910	accession_api
Ophiocordyceps_australis	Fungi	1399860	accession_api
Ophiocordyceps_camponoti-floridani	Fungi	2030778	name_search_full_name
Ophiocordyceps_camponoti-leonardi_(nom._inval.)	Fungi		unresolved
Ophiocordyceps_camponoti-rufipedis	Fungi	2004952	name_search_full_name
Ophiocordyceps_camponoti-saundersi_(nom._inval.)	Fungi		unresolved
Ophiocordyceps_camponotifloridani	Fungi	2030778	accession_api
Ophiocordyceps_camponotirufipedis	Fungi	2004952	accession_api
Ophiocordyceps_polyrhachis-furcata_BCC_54312	Fungi	1330021	name_search_full_name
Ophiocordyceps_polyrhachisfurcata_BCC_54312	Fungi	1330021	accession_api
Ophiocordyceps_sinensis	Fungi	72228	accession_api
Ophiocordyceps_unilateralis	Fungi	268505	accession_api
Ophryotrocha_xiamen	Metazoa	2741705	metazoa_metadata
Opilioacaridae_sp._CSL-2018	Metazoa	2480684	metazoa_metadata
Opilioacarus_texanus	Metazoa	91343	metazoa_metadata
Opisthopatus_kwazululandi	Metazoa	2448284	metazoa_metadata
Opopaea_sp._RK-2018	Metazoa	2080926	metazoa_metadata
Oratosquilla_oratoria	Metazoa	337810	accession_api
Orbilia_blumenaviensis	Fungi	1796055	accession_api
Orbilia_brochopaga	Fungi	3140254	accession_api
Orbilia_ellipsospora	Fungi	2528407	accession_api
Orbilia_javanica	Fungi	47235	accession_api
Orbilia_oligospora_ATCC_24927	Fungi	756982	accession_api
Orchesella_cincta	Metazoa	48709	accession_api
Orchestia_grillus	Metazoa	1859082	accession_api
Ordospora_colligata_OC4	Fungi	1354746	accession_api
Ordospora_pajunii	Fungi	3039483	accession_api
Ornithodoros_rostratus	Metazoa	360320	metazoa_metadata
Ornithorhynchus_anatinus	Metazoa	9258	accession_api
Orobanche_gracilis	angiosperms	223107	accession_api
Orobanche_minor	angiosperms	36748	accession_api
Orsolobidae_sp._RK-2018	Metazoa	2080927	metazoa_metadata
Oryza_brachyantha	angiosperms	4533	accession_api
Oryza_glaberrima	angiosperms	4538	accession_api
Oryza_sativa	angiosperms	39947	accession_api
Oscheius_tipulae	Metazoa	141969	accession_api
Osedax_frankpressi	Metazoa	283776	accession_api
Ostrea_edulis	Metazoa	37623	accession_api
Ostreobium_quekettii	chlorophyta	121088	accession_api
Ostreococcus_lucimarinus	chlorophyta	436017	accession_api
Ostreococcus_tauri	chlorophyta	70448	accession_api
Otatea_glauca	angiosperms	464970	accession_api
Owenia_fusiformis	Metazoa	6347	accession_api
Oxalis_oulophora	angiosperms	53806	accession_api
Oxystele_tabularis	Metazoa	336183	metazoa_metadata
Oxytricha_trifallax	Protists	1172189	accession_api
Ozestheria_pilosa	Metazoa	1930649	metazoa_metadata
Ozestheria_rubra	Metazoa	1897130	metazoa_metadata
Pachygrapsus_marmoratus	Metazoa	135190	metazoa_metadata
Pachysolen_tannophilus_NRRL_Y-2460	Fungi	669874	name_search_full_name
Pachysolen_tannophilus_NRRL_Y2460	Fungi	669874	accession_api
Paecilomyces_variotii	Fungi	264951	accession_api
Pallenella_flava	Metazoa	2138384	metazoa_metadata
Palmaria_palmata	Rhodophyta	2822	name_search_full_name
Panaeolus_cyanescens	Fungi	181874	accession_api
Panaeolus_papilionaceus	Fungi	330517	accession_api
Panagrellus_redivivus	Metazoa	6233	accession_api
Pancytospora_epiphaga	Fungi	1938578	accession_api
Pancytospora_philotis	Fungi	1923975	accession_api
Pandinus_imperator	Metazoa	55084	metazoa_metadata
Panicum_hallii	angiosperms	206008	accession_api
Panicum_virgatum	angiosperms	38727	accession_api
Panonychus_citri	Metazoa	50023	accession_api
Panulirus_ornatus	Metazoa	150431	accession_api
Panus_rudis_PR-1116_ss-1	Fungi	1314784	name_search_full_name
Panus_rudis_PR1116_ss1	Fungi	1314784	accession_api
Papaver_armeniacum	angiosperms	357465	accession_api
Papaver_atlanticum	angiosperms	357466	accession_api
Papaver_bracteatum	angiosperms	215227	accession_api
Papaver_californicum	angiosperms	74822	accession_api
Papaver_nudicaule	angiosperms	74823	accession_api
Papaver_somniferum	angiosperms	3469	accession_api
Papiliotrema_laurentii	Fungi	5418	accession_api
Paracentrophyes_quadridentatus	Metazoa	1564076	metazoa_metadata
Parachaetomium_inaequale	Fungi	2588326	accession_api
Parachelifer_persimilis	Metazoa	2590497	metazoa_metadata
Parachlorella_kessleri	chlorophyta	3074	accession_api
Paracoccidioides_brasiliensis_Pb18	Fungi	502780	accession_api
Paracoccidioides_lutzii_Pb01	Fungi	502779	accession_api
Paraescarpia_echinospica	Metazoa	2080241	accession_api
Paraglomus_brasilianum	Fungi	144538	accession_api
Paraglomus_occultum	Fungi	144539	accession_api
Paragordius_varius	Metazoa	190579	accession_api
Parahya_submersa	Metazoa	534673	metazoa_metadata
Parahypoxylon_ruwenzoriense	Fungi	3127341	accession_api
Parajaminaea_phylloscopi	Fungi	1463510	accession_api
Paralamyctes_validus	Metazoa	126942	metazoa_metadata
Paralimnadia_urukhai	Metazoa	1747217	metazoa_metadata
Paralithodes_camtschaticus	Metazoa	6741	accession_api
Paramacrobiotus_metropolitanus	Metazoa	2943436	accession_api
Paramacrobiotus_richtersi	Metazoa	697321	accession_api
Paramarasmius_palmivorus	Fungi	297713	accession_api
Paramarteilia_canceri	Protists	2844372	accession_api
Paramatachia_sp._RK-2018	Metazoa	2080958	metazoa_metadata
Paramecium_bursaria	Protists	74790	accession_api
Paramecium_sonneborni	Protists	65129	accession_api
Paramecium_tetraurelia	Protists	5888	accession_api
Paramicrosporidium_saccamoebae	Fungi	1246581	accession_api
Paramyrothecium_foliicola	Fungi	1859967	accession_api
Paranais_sp._DSW-2020	Metazoa	2705234	metazoa_metadata
Paraphaeosphaeria_minitans	Fungi	565426	accession_api
Paraphaeosphaeria_sporulosa	Fungi	1460663	accession_api
Paraphoma_chrysanthemicola	Fungi	798071	accession_api
Paraphymatoceros_pearsonii	bryophytes	319835	name_search_full_name
Paraphysoderma_sedebokerense	Fungi	1500003	accession_api
Paraplatyarthrus_subterraneus	Metazoa	1778624	metazoa_metadata
Parapristionchus_giblindavisi	Metazoa	1187980	accession_api
Pararchaea_alba	Metazoa	1654964	metazoa_metadata
Parasagitta_elegans	Metazoa	1562708	metazoa_metadata
Parasagitta_setosa	Metazoa	366441	metazoa_metadata
Parascedosporium_putredinis	Fungi	1442378	accession_api
Parasergestes_armatus	Metazoa	2283577	metazoa_metadata
Parasesarma_affine	Metazoa	1550548	metazoa_metadata
Parasitella_parasitica	Fungi	35722	accession_api
Paraspadella_gotoi	Metazoa	34758	accession_api
Parasponia_andersonii	angiosperms	3476	accession_api
Parastagonospora_nodorum_SN15	Fungi	321614	accession_api
Parasteatoda_tepidariorum	Metazoa	114398	accession_api
Parathielavia_appendiculata	Fungi	2587402	accession_api
Parathielavia_hyrcaniae	Fungi	113614	accession_api
Paratomella_rubra	Metazoa	90914	metazoa_metadata
Paratya_australiensis	Metazoa	159741	metazoa_metadata
Parergodrilus_heideri	Metazoa	152569	metazoa_metadata
Pareurythoe_californica	Metazoa	1633897	metazoa_metadata
Parhyale_hawaiensis	Metazoa	317513	accession_api
Parides_eurimedes	Metazoa	299019	metazoa_metadata
Paruroctonus_baergi	Metazoa	1897136	metazoa_metadata
Parvidrilus_meyssonnieri	Metazoa	1171980	metazoa_metadata
Parvularia_atlantis	Protists	1993908	name_search_full_name
Patella_ulyssiponensis	Metazoa	334708	accession_api
Patellaria_atrata_CBS_101060	Fungi	1346257	accession_api
Patelloida_saccharina	Metazoa	72694	metazoa_metadata
Pauropus_huxleyi	Metazoa	2043368	metazoa_metadata
Paxillus_ammoniavirescens	Fungi	1132860	accession_api
Paxillus_involutus_ATCC_200175	Fungi	664439	accession_api
Paxillus_rubicundulus_Ve08.2h10	Fungi	930991	accession_api
Pecten_maximus	Metazoa	6579	accession_api
Pectinatella_magnifica	Metazoa	350071	metazoa_metadata
Pedicellina_cernua	Metazoa	43123	metazoa_metadata
Pediculus_humanus	Metazoa	121224	accession_api
Pelagomonas_calceolata	Protists	35677	accession_api
Pellobunus_sp._RF-2017	Metazoa	1955543	metazoa_metadata
Pelodrilus_sp._HAPS2	Metazoa	1963180	metazoa_metadata
Peltaster_fructicola	Fungi	286661	accession_api
Peltigera_leucophlebia	Fungi	52883	accession_api
Penaeus_monodon	Metazoa	6687	accession_api
Penaeus_vannamei	Metazoa	6689	accession_api
Penicilliopsis_zonata_CBS_506.65	Fungi	1073090	accession_api
Penicillium_alfredii	Fungi	1506179	accession_api
Penicillium_angulare	Fungi	116970	accession_api
Penicillium_antarcticum	Fungi	416450	accession_api
Penicillium_argentinense	Fungi	1131581	accession_api
Penicillium_arizonense	Fungi	1835702	accession_api
Penicillium_atrosanguineum	Fungi	1132637	accession_api
Penicillium_bovifimosum	Fungi	126998	accession_api
Penicillium_brasilianum	Fungi	104259	accession_api
Penicillium_brevicompactum	Fungi	5074	accession_api
Penicillium_canariense	Fungi	189055	accession_api
Penicillium_canescens	Fungi	5083	accession_api
Penicillium_capsulatum	Fungi	69766	accession_api
Penicillium_cataractarum	Fungi	2100454	accession_api
Penicillium_chermesinum	Fungi	63820	accession_api
Penicillium_chrysogenum	Fungi	5076	accession_api
Penicillium_cinerascens	Fungi	70096	accession_api
Penicillium_citrinum	Fungi	5077	accession_api
Penicillium_concentricum	Fungi	293559	accession_api
Penicillium_coprophilum	Fungi	36646	accession_api
Penicillium_cosmopolitanum	Fungi	1131564	accession_api
Penicillium_crustosum	Fungi	36656	accession_api
Penicillium_daleae	Fungi	63821	accession_api
Penicillium_desertorum	Fungi	1303715	accession_api
Penicillium_diatomitis	Fungi	2819901	accession_api
Penicillium_digitatum	Fungi	36651	accession_api
Penicillium_discolor	Fungi	74830	accession_api
Penicillium_egyptiacum	Fungi	1303716	accession_api
Penicillium_expansum	Fungi	27334	accession_api
Penicillium_fimorum	Fungi	1882269	accession_api
Penicillium_flavigenum	Fungi	254877	accession_api
Penicillium_freii	Fungi	48697	accession_api
Penicillium_frequentans	Fungi	3151616	accession_api
Penicillium_glandicola	Fungi	197659	accession_api
Penicillium_griseofulvum	Fungi	5078	accession_api
Penicillium_hetheringtonii	Fungi	911720	accession_api
Penicillium_hispanicum	Fungi	1080232	accession_api
Penicillium_hordei	Fungi	40994	accession_api
Penicillium_lagena	Fungi	94218	accession_api
Penicillium_lividum	Fungi	70099	accession_api
Penicillium_longicatenatum	Fungi	1561947	accession_api
Penicillium_maclennaniae	Fungi	1343394	accession_api
Penicillium_macrosclerotiorum	Fungi	303699	accession_api
Penicillium_majusculum	Fungi	2972122	accession_api
Penicillium_malachiteum	Fungi	1324776	accession_api
Penicillium_manginii	Fungi	203109	accession_api
Penicillium_mononematosum	Fungi	268346	accession_api
Penicillium_nalgiovense	Fungi	60175	accession_api
Penicillium_nucicola	Fungi	1850975	accession_api
Penicillium_occitanis_(nom._inval.)	Fungi	290292	accession_api
Penicillium_odoratum	Fungi	1167516	accession_api
Penicillium_olsonii	Fungi	99116	accession_api
Penicillium_oxalicum	Fungi	69781	accession_api
Penicillium_pancosmium	Fungi	1131562	accession_api
Penicillium_paradoxum	Fungi	176176	accession_api
Penicillium_psychrofluorescens	Fungi	3158075	accession_api
Penicillium_psychrosexuale	Fungi	1002107	accession_api
Penicillium_pulvis	Fungi	1562058	accession_api
Penicillium_riverlandense	Fungi	1903569	accession_api
Penicillium_robsamsonii	Fungi	1792511	accession_api
Penicillium_rolfsii	Fungi	69785	accession_api
Penicillium_roqueforti	Fungi	5082	accession_api
Penicillium_rubens	Fungi	1108849	accession_api
Penicillium_salamii	Fungi	1612424	accession_api
Penicillium_samsonianum	Fungi	1882272	accession_api
Penicillium_solitum	Fungi	60172	accession_api
Penicillium_soppii	Fungi	69789	accession_api
Penicillium_subrubescens	Fungi	1316194	accession_api
Penicillium_tannophilum	Fungi	2972123	accession_api
Penicillium_taxi	Fungi	168475	accession_api
Penicillium_thymicola	Fungi	293382	accession_api
Penicillium_ucsense	Fungi	2839758	accession_api
Penicillium_verhagenii	Fungi	1562060	accession_api
Penicillium_verrucosum	Fungi	60171	accession_api
Penicillium_viridicatum	Fungi	60134	accession_api
Penicillium_vulpinum	Fungi	29845	accession_api
Penicillium_waksmanii	Fungi	69791	accession_api
Penstemon_davidsonii	angiosperms	160366	accession_api
Penstemon_smallii	angiosperms	265156	accession_api
Periconia_digitata	Fungi	1303443	accession_api
Periconia_macrospinosa	Fungi	97972	accession_api
Perinereis_aibuhitensis	Metazoa	126650	metazoa_metadata
Periophthalmus_magnuspinnatus	Metazoa	409849	accession_api
Peripatidae_sp._Panama_MCZ_IZ_141128_/_Epiperipatus_bernali	Metazoa	2806636	metazoa_metadata
Peripatopsis_bolandi	Metazoa	2448286	metazoa_metadata
Peripatus_(Epiperipatus)_solorzanoi	Metazoa	1633879	metazoa_metadata
Periplaneta_americana	Metazoa	6978	accession_api
Perkinsus_chesapeaki	Protists	330153	accession_api
Perkinsus_marinus_ATCC_50983	Protists	423536	accession_api
Perkinsus_olseni	Protists	32597	accession_api
Peronosclerospora_sorghi	Protists	230839	accession_api
Peronospora_belbahrii	Protists	622444	accession_api
Peronospora_effusa	Protists	542832	accession_api
Peronospora_farinosa	Protists	134698	accession_api
Persea_americana	angiosperms	3435	accession_api
Pestalotiopsis_fici_W106-1	Fungi	1229662	name_search_full_name
Pestalotiopsis_fici_W1061	Fungi	1229662	accession_api
Petrobunus_schwendingeri	Metazoa	1007617	metazoa_metadata
Petrolisthes_lamarckii	Metazoa	2545256	metazoa_metadata
Petromyzon_marinus	Metazoa	7757	accession_api
Petunia_x_hybrida	angiosperms	4102	accession_api
Peziza_echinospora	Fungi	61495	accession_api
Phaeoacremonium_minimum_UCRPA7	Fungi	1286976	accession_api
Phaeoceros_carolinianus	bryophytes	185665	name_search_full_name
Phaeodactylum_tricornutum_CCAP_1055/1	Protists	556484	name_search_full_name
Phaeomegaceros_chiloensis	bryophytes	249525	name_search_full_name
Phaeomoniella_chlamydospora	Fungi	158046	accession_api
Phaeothamnion_confervicola	Protists	77034	accession_api
Phagocata_gracilis	Metazoa	1354672	metazoa_metadata
Phagocata_morgani	Metazoa	1820202	metazoa_metadata
Phagocata_velata	Metazoa	1969971	metazoa_metadata
Phagodrilus_sp._DSW-2020	Metazoa	2705235	metazoa_metadata
Phalaenopsis_equestris	angiosperms	78828	accession_api
Phalangium_opilio	Metazoa	118624	accession_api
Phallomedusa_solida	Metazoa	929610	metazoa_metadata
Phanerochaete_carnosa_HHB-10118-sp	Fungi	650164	name_search_full_name
Phanerochaete_carnosa_HHB10118sp	Fungi	650164	accession_api
Phanerochaete_sordida	Fungi	48140	accession_api
Phascolomyces_articulosus	Fungi	60185	accession_api
Phascolopsis_gouldii	Metazoa	6442	metazoa_metadata
Phascolosoma_agassizii	Metazoa	360543	accession_api
Phascolosoma_granulatum	Metazoa	41797	metazoa_metadata
Phaseolus_coccineus	angiosperms	3886	accession_api
Phaseolus_vulgaris	angiosperms	3885	accession_api
Phasianella_ventricosa	Metazoa	335755	metazoa_metadata
Phellinidium_pouzarii	Fungi	167371	accession_api
Phellopilus_nigrolimitatus	Fungi	127956	accession_api
Phenoliferia_psychrophenolica	Fungi	418498	accession_api
Phialemonium_atrogriseum	Fungi	1093897	accession_api
Phialemonium_thermophilum	Fungi	223376	accession_api
Phialocephala_subalpina	Fungi	576137	accession_api
Phialophora_macrospora	Fungi	1851006	accession_api
Phlebia_brevispora	Fungi	194682	accession_api
Phlebiopsis_gigantea_11061_1_CR5-6	Fungi	745531	name_search_full_name
Phlebiopsis_gigantea_11061_1_CR56	Fungi	745531	accession_api
Phlegmacium_glaucopus	Fungi	171480	accession_api
Phlomoides_rotata	angiosperms	572115	accession_api
Phlyctema_vagabunda	Fungi	108571	accession_api
Phlyctochytrium_arcticum	Fungi	1117335	accession_api
Phlyctochytrium_bullatum	Fungi	1352834	accession_api
Phlyctochytrium_planicorne	Fungi	261098	accession_api
Phoenix_dactylifera	angiosperms	42345	accession_api
Pholcus_manueli	Metazoa	393849	metazoa_metadata
Pholiota_conissans	Fungi	109636	accession_api
Pholiota_molesta	Fungi	2066989	accession_api
Pholoe_baltica	Metazoa	318818	metazoa_metadata
Phorcus_turbinatus	Metazoa	43341	accession_api
Phoronis_australis	Metazoa	115415	accession_api
Phoronis_ijimai	Metazoa	672013	metazoa_metadata
Phoronis_psammophila	Metazoa	67897	metazoa_metadata
Phoronopsis_harmeri	Metazoa	490051	metazoa_metadata
Photeros_annecohenae	Metazoa	2696923	metazoa_metadata
Photinus_pyralis	Metazoa	7054	accession_api
Phoxichilidium_cf._femoratum_JB-2020	Metazoa	2792819	metazoa_metadata
Phragmites_australis	angiosperms	29695	accession_api
Phreodrilidae_sp._A_DSW-2020	Metazoa	2705236	metazoa_metadata
Phreodrilidae_sp._C_DSW-2020	Metazoa	2705238	metazoa_metadata
Phrynus_marginemaculatus	Metazoa	118542	metazoa_metadata
Phtheirospermum_japonicum	angiosperms	374723	accession_api
Phycomyces_blakesleeanus_NRRL_1555(-)	Fungi	763407	name_search_full_name
Phyllachora_maydis	Fungi	1825666	accession_api
Phylliroe_bucephala	Metazoa	1903125	metazoa_metadata
Phylliscum_demangeonii	Fungi	318774	accession_api
Phyllochaetopterus_sp._KMH-2014	Metazoa	1490214	metazoa_metadata
Phyllodoce_medipapillata	Metazoa	868040	accession_api
Phyllostachys_edulis	angiosperms	38705	accession_api
Phyllosticta_capitalensis	Fungi	121624	accession_api
Phyllosticta_citriasiana	Fungi	595635	accession_api
Phyllosticta_citribraziliensis	Fungi	989973	accession_api
Phyllosticta_citricarpa	Fungi	55181	accession_api
Phyllosticta_citrichinensis	Fungi	1130410	accession_api
Phyllosticta_paracitricarpa	Fungi	2016321	accession_api
Phymatoceros_phymatodes	bryophytes	405425	name_search_full_name
Physcia_stellaris	Fungi	116821	accession_api
Physcomitrium_patens	bryophytes	3218	accession_api
Physella_acuta	Metazoa	109671	accession_api
Physocladia_obscura	Fungi	109957	accession_api
Phytophthora_aleatoria	Protists	2496075	accession_api
Phytophthora_cinnamomi	Protists	4785	accession_api
Phytophthora_citrophthora	Protists	4793	accession_api
Phytophthora_fragariaefolia	Protists	1490495	accession_api
Phytophthora_idaei	Protists	53986	accession_api
Phytophthora_infestans_T30-4	Protists	403677	name_search_full_name
Phytophthora_infestans_T304	Fungi	403677	accession_api
Phytophthora_lilii	Protists	2077276	accession_api
Phytophthora_megakarya	Protists	4795	accession_api
Phytophthora_nicotianae_INRA-310	Protists	761204	name_search_full_name
Phytophthora_nicotianae_INRA310	Fungi	761204	accession_api
Phytophthora_oleae	Protists	2107226	accession_api
Phytophthora_pseudosyringae	Protists	221518	accession_api
Phytophthora_ramorum	Protists	164328	accession_api
Phytophthora_sojae	Protists	67593	accession_api
Piccolia_ochrophora	Fungi	2939412	accession_api
Pichia_inconspicua	Fungi	52247	accession_api
Pichia_kudriavzevii	Fungi	4909	accession_api
Pichia_membranifaciens_NRRL_Y-2026	Fungi	763406	name_search_full_name
Pichia_membranifaciens_NRRL_Y2026	Fungi	763406	accession_api
