Species	Group	TaxID	Source
Lepraria_neglecta	Fungi	209136	accession_api
Leptestheria_dahalacensis	Metazoa	202083	accession_api
Leptobrachium_leishanense	Metazoa	445787	accession_api
Leptochiton_rugatus	Metazoa	413421	metazoa_metadata
Leptodius_sp._NTOU-LMT-BRA0070	Metazoa	2545259	metazoa_metadata
Leptonemertes_chalicophora	Metazoa	980089	metazoa_metadata
Leptoplana_tremellaris	Metazoa	107733	metazoa_metadata
Leptotrombidium_deliense	Metazoa	299467	accession_api
Lernaea_cyprinacea	Metazoa	342429	metazoa_metadata
Letharia_columbiana	Fungi	112416	accession_api
Letharia_lupina	Fungi	560253	accession_api
Letrouitia_subvulpina	Fungi	1145321	accession_api
Letrouitia_transgressa	Fungi	1145322	accession_api
Leucaena_leucocephala	angiosperms	3866	accession_api
Leucocoprinus_birnbaumii	Fungi	56174	accession_api
Leucocoprinus_gongylophorus	Fungi	79220	accession_api
Leucocoprinus_leucothites	Fungi	201217	accession_api
Leucogyrophana_mollusca	Fungi	85980	accession_api
Levipalatum_texanum	Metazoa	1486449	accession_api
Lichtheimia_hyalospora_FSU_10163	Fungi	1314789	accession_api
Lichtheimia_ornata	Fungi	688661	accession_api
Lightiella_incisa	Metazoa	703591	metazoa_metadata
Ligia_exotica	Metazoa	142080	accession_api
Ligia_oceanica	Metazoa	96856	metazoa_metadata
Lignoscripta_atroalba	Fungi	2918522	accession_api
Limacus_flavus	Metazoa	36461	metazoa_metadata
Limax_maximus	Metazoa	146086	metazoa_metadata
Limnognathia_maerski	Metazoa	195507	metazoa_metadata
Limtongia_smithiae	Fungi	1125753	accession_api
Limulus_polyphemus	Metazoa	6850	accession_api
Linderina_macrospora	Fungi	4868	accession_api
Linderina_pennispora	Fungi	61395	accession_api
Lindgomyces_ingoldianus	Fungi	673940	accession_api
Lineolata_rhizophorae	Fungi	578093	accession_api
Lineus_longissimus	Metazoa	88925	accession_api
Lineus_sanguineus	Metazoa	187800	metazoa_metadata
Lingula_anatina	Metazoa	7574	accession_api
Linhomoeidae	Metazoa	319958	metazoa_metadata
Linnemannia_elongata	Fungi	310910	accession_api
Linnemannia_exigua	Fungi	604196	accession_api
Linnemannia_gamsii	Fungi	64522	accession_api
Linnemannia_hyalina	Fungi	64524	accession_api
Linnemannia_zychae	Fungi	979765	accession_api
Linum_grandiflorum	angiosperms	559336	accession_api
Linum_perenne	angiosperms	35941	name_search_full_name
Linum_tenue	angiosperms	586396	accession_api
Linum_trigynum	angiosperms	586398	accession_api
Lipara_lucens	Metazoa	1323540	metazoa_metadata
Liphistius_thaleban	Metazoa	1905330	metazoa_metadata
Lipomyces_arxii	Fungi	56418	accession_api
Lipomyces_chichibuensis	Fungi	1546026	accession_api
Lipomyces_doorenjongii	Fungi	383834	accession_api
Lipomyces_japonicus	Fungi	56871	accession_api
Lipomyces_kononenkoae	Fungi	34357	accession_api
Lipomyces_mesembrius	Fungi	56874	accession_api
Lipomyces_oligophaga	Fungi	45792	accession_api
Lipomyces_tetrasporus	Fungi	54092	accession_api
Liposcelis_sp._PH-2016	Metazoa	1924920	metazoa_metadata
Liquidambar_formosana	angiosperms	63359	accession_api
Lirceus_culveri	Metazoa	2742979	metazoa_metadata
Lithobius_niger	Metazoa	981152	accession_api
Lithocarpus_litseifolius	angiosperms	425828	accession_api
Lithocolla_globosa	Protists	2511775	name_search_full_name
Lithohypha_guttulata	Fungi	1690604	accession_api
Lithospermum_erythrorhizon	angiosperms	34254	accession_api
Lizonia_empirigonia	Fungi	1496277	accession_api
Lobaria_immixta	Fungi	669869	accession_api
Lobiger_nevilli	Metazoa	2916554	metazoa_metadata
Lobosporangium_transversale	Fungi	64571	accession_api
Lobulomyces_angularis	Fungi	109889	accession_api
Locusta_migratoria_manilensis	Metazoa	229990	metazoa_metadata
Lodderomyces_beijingensis	Fungi	1775926	accession_api
Lodderomyces_elongisporus	Fungi	36914	accession_api
Lojkania_enalia	Fungi	147567	accession_api
Lolium_multiflorum	angiosperms	4521	accession_api
Lolium_perenne	angiosperms	4522	accession_api
Lolium_rigidum	angiosperms	89674	accession_api
Lonicera_macranthoides	angiosperms	638627	accession_api
Lopadorrhynchus_sp._ET-2021	Metazoa	2863092	metazoa_metadata
Lophiostoma_macrostomum_CBS_122681	Fungi	1314788	accession_api
Lophiotrema_nucula	Fungi	690887	accession_api
Lophium_mytilinum	Fungi	390894	accession_api
Lottia_gigantea	Metazoa	225164	accession_api
Lotus_japonicus	angiosperms	34305	accession_api
Loxomitra_sp._KK-2020	Metazoa	2718617	metazoa_metadata
Loxosceles_deserta	Metazoa	424440	metazoa_metadata
Loxosomella_nordgaardi	Metazoa	2718616	metazoa_metadata
Loxospora_ochrophaea	Fungi	400354	accession_api
Lucensosergia_lucens	Metazoa	2849048	metazoa_metadata
Lunasporangiospora_selenospora	Fungi	979761	accession_api
Lupinus_albus	angiosperms	3870	accession_api
Lupinus_angustifolius	angiosperms	3871	accession_api
Lupinus_luteus	angiosperms	3873	accession_api
Luteostriata_ernesti	Metazoa	1334170	metazoa_metadata
Lycium_barbarum	angiosperms	112863	accession_api
Lycium_ferocissimum	angiosperms	112874	accession_api
Lymnaea_stagnalis	Metazoa	6523	accession_api
Lynceus_sp._MCZ_IZ_141354	Metazoa	1930659	metazoa_metadata
Lyophyllum_atratum	Fungi	117065	accession_api
Lyophyllum_shimeji	Fungi	47721	accession_api
Lysiosquilla_maculata	Metazoa	344752	metazoa_metadata
Lysmata_wurdemanni	Metazoa	338206	metazoa_metadata
Lytechinus_variegatus	Metazoa	7654	accession_api
Macadamia_integrifolia	angiosperms	60698	accession_api
Macellomenia_schanderi	Metazoa	1500390	metazoa_metadata
Machilis_hrabei	Metazoa	438506	accession_api
Macleaya_cordata	angiosperms	56857	accession_api
Macrobrachium_nipponense	Metazoa	159736	accession_api
Macrolepiota_fuliginosa_MF-IS2	Fungi	1400762	name_search_full_name
Macrolepiota_fuliginosa_MFIS2	Fungi	1400762	accession_api
Macroperipatus_torquatus	Metazoa	1454321	metazoa_metadata
Macrostomum_lignano	Metazoa	282301	accession_api
Macrotrichidae	Metazoa	77757	metazoa_metadata
Macroventuria_anomochaeta	Fungi	301207	accession_api
Madagascaria_erythrocladioides	Rhodophyta	753684	name_search_full_name
Madurella_fahalii	Fungi	1157608	accession_api
Magallana_gigas	Metazoa	29159	accession_api
Magallana_hongkongensis	Metazoa	2653900	accession_api
Magellania_venosa	Metazoa	406290	metazoa_metadata
Magelona_pitelkai	Metazoa	1653079	metazoa_metadata
Magnaporthiopsis_poae_ATCC_64411	Fungi	644358	accession_api
Magnolia_sinica	angiosperms	86752	accession_api
Magnusiomyces_paraingens	Fungi	2606893	accession_api
Malacobdella_grossa	Metazoa	166027	metazoa_metadata
Malania_oleifera	angiosperms	397392	accession_api
Malassezia_arunalokei	Fungi	1514897	accession_api
Malassezia_brasiliensis	Fungi	1821822	accession_api
Malassezia_caprae	Fungi	1381934	accession_api
Malassezia_cuniculi	Fungi	948313	accession_api
Malassezia_equina	Fungi	1381935	accession_api
Malassezia_furfur	Fungi	55194	accession_api
Malassezia_globosa_CBS_7966	Fungi	425265	accession_api
Malassezia_japonica	Fungi	223818	accession_api
Malassezia_nana	Fungi	180528	accession_api
Malassezia_obtusa	Fungi	76774	accession_api
Malassezia_pachydermatis	Fungi	77020	accession_api
Malassezia_psittaci	Fungi	1821823	accession_api
Malassezia_restricta	Fungi	76775	accession_api
Malassezia_sympodialis_ATCC_42132	Fungi	1230383	accession_api
Malassezia_vespertilionis	Fungi	2020962	accession_api
Malassezia_yamatoensis	Fungi	253288	accession_api
Malbranchea_cinnamomea	Fungi	5041	accession_api
Malus_domestica	angiosperms	3750	accession_api
Malus_sylvestris	angiosperms	3752	name_search_full_name
Manayunkia_occidentalis	Metazoa	2704156	metazoa_metadata
Mangifera_indica	angiosperms	29780	accession_api
Manihot_esculenta	angiosperms	3983	accession_api
Marasmius_crinis-equi	Fungi	585013	name_search_full_name
Marasmius_crinisequi	Fungi	585013	accession_api
Marasmius_fiardii_PR-910	Fungi	1328756	name_search_full_name
Marasmius_fiardii_PR910	Fungi	1328756	accession_api
Marasmius_oreades	Fungi	181124	accession_api
Marasmius_tenuissimus	Fungi	585030	accession_api
Marchantia_paleacea	bryophytes	56867	accession_api
Marchantia_polymorpha	bryophytes	1480154	accession_api
Margaritifera_margaritifera	Metazoa	2505931	accession_api
Marisa_cornuarietis	Metazoa	75126	accession_api
Marteilia_pararefringens	Protists	2184066	accession_api
Martensiomyces_pterosporus	Fungi	61414	accession_api
Martiniozyma_asiatica_(nom._inval.)	Fungi	148097	accession_api
Massarina_eburnea_CBS_473.64	Fungi	1395130	accession_api
Massariosphaeria_phaeospora	Fungi	100035	accession_api
Massospora_cicadina	Fungi	348617	accession_api
Mastacembelus_armatus	Metazoa	205130	accession_api
Mastigoproctus_giganteus	Metazoa	58767	accession_api
Maudiozyma_barnettii	Fungi	61262	accession_api
Maudiozyma_exigua	Fungi	34358	accession_api
Maudiozyma_humilis	Fungi	51915	accession_api
Maudiozyma_saulgeensis	Fungi	1789683	accession_api
Mayamaea_pseudoterrestris	Protists	2872254	accession_api
Meara_stichopi	Metazoa	84115	metazoa_metadata
Mecistocephalus_guildingii	Metazoa	126915	metazoa_metadata
Medicago_truncatula	angiosperms	3880	accession_api
Mediolabrus_comicus	Protists	2590921	accession_api
Megaceros_flagellaris	bryophytes	263821	name_search_full_name
Megacormus_gertschi	Metazoa	1843536	metazoa_metadata
Megadrilus_sp._A5911	Metazoa	1654982	metazoa_metadata
Megahexura_fulva	Metazoa	389833	metazoa_metadata
Megalops_cyprinoides	Metazoa	118141	accession_api
Meganyctiphanes_norvegica	Metazoa	48144	accession_api
Meghimatium_bilineatum	Metazoa	318265	accession_api
Meghimatium_fruhstorferi	Metazoa	414506	metazoa_metadata
Meiomenia_swedmarki	Metazoa	1500384	metazoa_metadata
Meira_miltonrushii	Fungi	1280837	accession_api
Melampsora_americana	Fungi	2182807	accession_api
Melampsora_larici-populina_98AG31	Fungi	747676	name_search_full_name
Melampsora_laricipopulina_98AG31	Fungi	747676	accession_api
Melanogaster_broomeanus	Fungi	2655010	accession_api
Melanomma_pulvis-pyrius_CBS_109.77	Fungi	1314802	name_search_full_name
Melanomma_pulvispyrius_CBS_109.77	Fungi	1314802	accession_api
Melanopsichium_pennsylvanicum	Fungi	63383	accession_api
Melastoma_candidum	angiosperms	119954	accession_api
Melia_azedarach	angiosperms	155640	accession_api
Melibe_leonina	Metazoa	76178	accession_api
Melinna_oculata	Metazoa	2716577	metazoa_metadata
Melocanna_baccifera	angiosperms	104005	accession_api
Menidia_menidia	Metazoa	238744	accession_api
Menneus_sp._RK-2018	Metazoa	2080916	metazoa_metadata
Menopon_gallinae	Metazoa	328185	accession_api
Mercurialis_annua	angiosperms	3986	accession_api
Meredithblackwellia_eburnea_MCA_4105	Fungi	1408158	accession_api
Meripilus_lineatus	Fungi	2056292	accession_api
Meristemomyces_frigidus	Fungi	1508187	accession_api
Mesobiotus_philippinicus	Metazoa	1867265	metazoa_metadata
Mesochaetopterus_minutus	Metazoa	1723709	metazoa_metadata
Mesodasys_laticaudatus	Metazoa	233130	metazoa_metadata
Mesostoma_lingua	Metazoa	99405	metazoa_metadata
Metaperipatus_inae	Metazoa	444703	metazoa_metadata
Metaphire_vulgaris	Metazoa	1196096	accession_api
Metaplax_longipes	Metazoa	1550546	metazoa_metadata
Metarhizium_acridum	Fungi	92637	accession_api
Metarhizium_album_ARSEF_1941	Fungi	1081103	accession_api
Metarhizium_anisopliae	Fungi	5530	accession_api
Metarhizium_brunneum	Fungi	500148	accession_api
Metarhizium_guizhouense_ARSEF_977	Fungi	1276136	accession_api
Metarhizium_humberi	Fungi	2596975	accession_api
Metarhizium_hybridum	Fungi	3151832	accession_api
Metarhizium_robertsii_ARSEF_23	Fungi	655844	accession_api
Metasiro_americanus	Metazoa	397056	metazoa_metadata
Metopograpsus_frontalis	Metazoa	1036996	metazoa_metadata
Metschnikowia_bicuspidata_var._bicuspidata_NRRL_YB-4993	Fungi	869754	name_search_full_name
Metschnikowia_bicuspidata_var._bicuspidata_NRRL_YB4993	Fungi	869754	accession_api
Meyerozyma_guilliermondii_ATCC_6260	Fungi	294746	accession_api
Micractinium_conductrix	chlorophyta	554055	accession_api
Micractinium_tetrahymenae	chlorophyta	2728915	accession_api
Microbotryum_saponariae	Fungi	289078	accession_api
Microcaecilia_unicolor	Metazoa	1415580	accession_api
Microdipoena_guttata	Metazoa	709022	metazoa_metadata
Microdochium_bolleyi	Fungi	196109	accession_api
Microdochium_majus	Fungi	647655	accession_api
Microdochium_nivale	Fungi	5520	accession_api
Microdochium_trichocladiopsis	Fungi	1682393	accession_api
Microhyla_fissipes	Metazoa	387934	metazoa_metadata
Micromenia_fodiens	Metazoa	669226	metazoa_metadata
Micromonas_commoda	chlorophyta	296587	accession_api
Micromonas_pusilla	chlorophyta	564608	accession_api
Microplana_groga	Metazoa	1520483	metazoa_metadata
Microplana_nana	Metazoa	69517	metazoa_metadata
Microplana_plurioculata	Metazoa	1820961	metazoa_metadata
Microplana_scharffi	Metazoa	391273	metazoa_metadata
Microplana_terrestris	Metazoa	138674	metazoa_metadata
Microsporum_canis_CBS_113480	Fungi	554155	accession_api
Microstomoeca_roanoka	Protists	1923864	name_search_full_name
Microstomum_lineare	Metazoa	52057	metazoa_metadata
Microstroma_glucosiphilum	Fungi	1684307	accession_api
Microthlaspi_erraticum	angiosperms	1685480	accession_api
Microthyrium_microscopicum	Fungi	703497	accession_api
Mikania_cordata	angiosperms	207834	accession_api
Mikania_micrantha	angiosperms	192012	accession_api
Mimosa_bimucronata	angiosperms	587864	accession_api
Minona_ileanae	Metazoa	60013	metazoa_metadata
Miscanthus_floridulus	angiosperms	154761	accession_api
Miscanthus_lutarioriparius	angiosperms	422564	accession_api
Mithraculus_sculptus	Metazoa	504429	metazoa_metadata
Mitosporidium_daphniae	Fungi	1485682	accession_api
Mixia_osmundae_IAM_14324	Fungi	764103	accession_api
Mizuhopecten_(Patinopecten)_yessoensis	Metazoa	6573	accession_api
Modicella_reniformis	Fungi	1440133	accession_api
Moelleriella_libera_RCEF_2490	Fungi	1081109	accession_api
Moesziomyces_antarcticus	Fungi	84753	accession_api
Moina_sp._MCZ_IZ_74079	Metazoa	1930661	metazoa_metadata
Mollisia_scopiformis	Fungi	149040	accession_api
Momordica_charantia	angiosperms	3673	accession_api
Monascus_purpureus	Fungi	5098	accession_api
Moneuplotes_crassus	Protists	5936	accession_api
Monilinia_fructicola	Fungi	38448	accession_api
Monilinia_fructigena	Fungi	38457	accession_api
Monilinia_laxa	Fungi	61186	accession_api
Monilinia_vaccinii-corymbosi	Fungi	61207	name_search_full_name
Monilinia_vacciniicorymbosi	Fungi	61207	accession_api
Moniliophthora_roreri	Fungi	221103	accession_api
Monodonta_labio	Metazoa	74046	metazoa_metadata
Monopterus_albus	Metazoa	43700	accession_api
Monoraphidium_minutum	chlorophyta	39955	accession_api
Monoraphidium_neglectum	chlorophyta	145388	accession_api
Monosiga_brevicollis	Protists	431895	accession_api
Monosporascus_cannonballus	Fungi	155416	accession_api
Monosporascus_ibericus	Fungi	155417	accession_api
Monosporozyma_servazzii	Fungi	27293	accession_api
Monosporozyma_unispora	Fungi	27294	accession_api
Mopalia_muscosa	Metazoa	256104	accession_api
Morbakka_virulenta	Metazoa	686327	accession_api
Morchella_americana	Fungi	1582323	accession_api
Morchella_anatolica	Fungi	1582322	accession_api
Morchella_angusticeps	Fungi	60347	accession_api
Morchella_arbutiphila	Fungi	1810715	accession_api
Morchella_brunnea	Fungi	1174671	accession_api
Morchella_diminutiva	Fungi	1174667	accession_api
Morchella_disparilis	Fungi	1810716	accession_api
Morchella_dunalii	Fungi	1582327	accession_api
Morchella_fluvialis	Fungi	1611433	accession_api
Morchella_hispaniolensis	Fungi	2382056	accession_api
Morchella_importuna	Fungi	1174673	accession_api
Morchella_kakiicolor	Fungi	2715921	accession_api
Morchella_norvegiensis	Fungi	1582341	accession_api
Morchella_populiphila	Fungi	1174669	accession_api
Morchella_prava	Fungi	1174674	accession_api
Morchella_pulchella	Fungi	1579549	accession_api
Morchella_punctipes	Fungi	743780	accession_api
Morchella_sextelata	Fungi	1174677	accession_api
Morchella_snyderi	Fungi	1174678	accession_api
Morchella_steppicola	Fungi	743781	accession_api
Morella_rubra	angiosperms	262757	accession_api
Morlockia_williamsi	Metazoa	1017258	metazoa_metadata
Mortierella_alpina	Fungi	64518	accession_api
Mortierella_antarctica	Fungi	979670	accession_api
Mortierella_claussenii	Fungi	1343614	accession_api
Mortierella_hygrophila	Fungi	979708	accession_api
Mortierella_polycephala	Fungi	41804	accession_api
Morus_notabilis	angiosperms	981085	accession_api
Mourgona_sp.5	Metazoa	2916548	metazoa_metadata
Mrakia_frigida	Fungi	29902	accession_api
Mucidula_mucida	Fungi	139077	accession_api
Mucor_ambiguus	Fungi	91626	accession_api
Mucor_atramentarius	Fungi	2021224	accession_api
Mucor_bainieri	Fungi	1095379	accession_api
Mucor_circinelloides	Fungi	36080	accession_api
Mucor_flavus	Fungi	439312	accession_api
Mucor_fragilis	Fungi	64491	accession_api
Mucor_hiemalis	Fungi	64493	accession_api
Mucor_lusitanicus	Fungi	29924	accession_api
Mucor_mucedo	Fungi	29922	accession_api
Mucor_plumbeus	Fungi	97098	accession_api
Mucor_saturninus	Fungi	64648	accession_api
Mucor_velutinosus	Fungi	708070	accession_api
Multifurca_ochricompacta	Fungi	376703	accession_api
Mus_musculus	Metazoa	10090	accession_api
Musa_acuminata	angiosperms	214697	accession_api
Musa_balbisiana	angiosperms	52838	accession_api
Musa_banksii	angiosperms	213591	accession_api
Musa_textilis	angiosperms	228183	accession_api
Musa_troglodytarum	angiosperms	320322	accession_api
Mya_arenaria	Metazoa	6604	accession_api
Mycena_albidolilacea	Fungi	1033008	accession_api
Mycena_alexandri	Fungi	1745969	accession_api
Mycena_amicta	Fungi	380012	accession_api
Mycena_belliarum	Fungi	1033014	accession_api
Mycena_capillaripes	Fungi	230804	accession_api
Mycena_chlorophos	Fungi	658473	accession_api
Mycena_citricolor	Fungi	2018698	accession_api
Mycena_crocata	Fungi	220801	accession_api
Mycena_epipterygia	Fungi	230806	accession_api
Mycena_filopes	Fungi	858877	accession_api
Mycena_floridula	Fungi	1033242	accession_api
Mycena_galopus_ATCC_62051	Fungi	1314675	accession_api
Mycena_haematopus	Fungi	230807	accession_api
Mycena_indigotica	Fungi	2126181	accession_api
Mycena_kentingensis_(nom._inval.)	Fungi	1325293	accession_api
Mycena_latifolia	Fungi	1033247	accession_api
Mycena_leptocephala	Fungi	230808	accession_api
Mycena_maculata	Fungi	230809	accession_api
Mycena_metata	Fungi	1033252	accession_api
Mycena_olivaceomarginata	Fungi	230810	accession_api
Mycena_polygramma	Fungi	230801	accession_api
Mycena_pura	Fungi	153505	accession_api
Mycena_rebaudengoi	Fungi	1045383	accession_api
Mycena_rosella	Fungi	1033263	accession_api
Mycena_sanguinolenta	Fungi	230812	accession_api
Mycena_venus	Fungi	2733690	accession_api
Mycena_vitilis	Fungi	1033281	accession_api
Mycena_vulgaris	Fungi	1033282	accession_api
Mycoblastus_sanguinarius	Fungi	312200	accession_api
Mycoemilia_scoparia	Fungi	417184	accession_api
Mycosarcoma_maydis	Fungi	5270	accession_api
Mycothermus_thermophilus	Fungi	85995	accession_api
Mycotypha_africana	Fungi	64632	accession_api
Mylnosiga_fluctuans	Protists	1928486	name_search_full_name
Myriangium_duriaei_CBS_260.36	Fungi	1168546	accession_api
Myriochele_heeri	Metazoa	1977846	metazoa_metadata
Myripristis_murdjan	Metazoa	586833	accession_api
Myrmecia_bisecta	chlorophyta	41462	accession_api
Myrothamnus_flabellifolius	angiosperms	83223	accession_api
Mysmena_leichhardti	Metazoa	926011	metazoa_metadata
Mytilinidion_resinicola	Fungi	574789	accession_api
Mytilus_unguiculatus	Metazoa	42192	accession_api
Myxicola_infundibulum	Metazoa	76264	metazoa_metadata
Myxozyma_melibiosi	Fungi	54550	accession_api
Nadsonia_fulvescens_var._elongata_DSM_6958	Fungi	857566	accession_api
Naematelia_encephala	Fungi	71784	accession_api
Naganishia_cerealis	Fungi	610337	accession_api
Naganishia_friedmannii	Fungi	89922	accession_api
Naganishia_liquefaciens	Fungi	104408	accession_api
Naganishia_onofrii	Fungi	1851511	accession_api
Naganishia_vaughanmartiniae	Fungi	1424756	accession_api
Naineris_dendritica	Metazoa	273009	metazoa_metadata
Nakaseomyces_bracarensis	Fungi	273131	accession_api
Nakaseomyces_glabratus	Fungi	5478	accession_api
Nannizzia_gypsea_CBS_118893	Fungi	535722	accession_api
Nannochloropsis_gaditana_CCMP526	Protists	1093141	accession_api
Nannochloropsis_salina_CCMP1776	Protists	1027361	accession_api
Nasonia_vitripennis	Metazoa	7425	accession_api
Naumovozyma_castellii	Fungi	27288	accession_api
Naumovozyma_dairenensis_CBS_421	Fungi	1071378	accession_api
Nautilus_pompilius	Metazoa	34573	accession_api
Nebalia_bipes	Metazoa	1032909	metazoa_metadata
Nectonema_munidae	Metazoa	2528854	accession_api
Neltuma_alba	angiosperms	207710	accession_api
Nelumbo_nucifera	angiosperms	4432	accession_api
Nemania_abortiva	Fungi	561989	accession_api
Nemania_bipapillata	Fungi	110536	accession_api
Nemania_serpens	Fungi	109381	accession_api
Nemastomella_dubia	Metazoa	43287	metazoa_metadata
Nematocida_ausubeli	Fungi	1913371	accession_api
Nematocida_displodere	Fungi	1805483	accession_api
Nematocida_homosporus	Fungi	1912981	accession_api
Nematocida_major	Fungi	1912982	accession_api
Nematocida_minor	Fungi	1912983	accession_api
Nematocida_parisii_ERTm1	Fungi	881290	accession_api
Nematolebias_whitei	Metazoa	451745	accession_api
Nematoplana_coelogynoporoides	Metazoa	66743	metazoa_metadata
Nematostella_vectensis	Metazoa	45351	accession_api
Nemertoderma_westbladi	Metazoa	172109	accession_api
Nemophora_degeerella	Metazoa	233164	metazoa_metadata
Neoamphitrite_robusta	Metazoa	868091	metazoa_metadata
Neoarthrinium_moseri	Fungi	1658444	accession_api
Neocallimastix_californiae	Fungi	1754190	accession_api
Neocallimastix_lanati_(nom._inval.)	Fungi	2767002	accession_api
Neocaridina_davidi	Metazoa	1592667	metazoa_metadata
Neocaridina_denticulata	Metazoa	274642	accession_api
Neocarus_sp._MCZ_IZ_162194	Metazoa	2900495	metazoa_metadata
Neochildia_fusca	Metazoa	66402	metazoa_metadata
Neoconidiobolus_thromboides_FSU_785	Fungi	1314799	accession_api
Neocucurbitaria_cava	Fungi	798079	accession_api
Neodothiora_populina	Fungi	2781224	accession_api
Neofusicoccum_ribis	Fungi	45134	accession_api
Neohortaea_acidophila	Fungi	245834	accession_api
Neolecta_irregularis_DAH-3	Fungi	1198029	name_search_full_name
Neolecta_irregularis_DAH3	Fungi	1198029	accession_api
Neolentinus_lepideus_HHB14362_ss-1	Fungi	1314782	name_search_full_name
Neolentinus_lepideus_HHB14362_ss1	Fungi	1314782	accession_api
Neonectria_magnoliae	Fungi	2732573	accession_api
Neonectria_punicea	Fungi	979145	accession_api
Neopestalotiopsis_clavispora	Fungi	289240	accession_api
Neophaeococcomyces_mojaviensis	Fungi	3383035	accession_api
Neophaeotheca_triangularis	Fungi	92988	accession_api
Neosarmatium_indicum	Metazoa	2870673	metazoa_metadata
Neoscona_arabesca	Metazoa	336594	metazoa_metadata
Neospora_caninum_Liverpool	Protists	29176	accession_api
Nepenthes_gracilis	angiosperms	150966	accession_api
Nephroselmis_pyriformis	chlorophyta	156128	name_search_full_name
Nephtys_sp._ET-2021	Metazoa	2863093	metazoa_metadata
Nerita_albicilla	Metazoa	52928	metazoa_metadata
Neritina_pulligera	Metazoa	537799	metazoa_metadata
Neurospora_crassa_OR74A	Fungi	367110	accession_api
Neurospora_hispaniola	Fungi	588809	accession_api
Neurospora_tetrasperma_FGSC_2508	Fungi	510951	accession_api
Neurospora_tetraspora	Fungi	94610	accession_api
Newportia_adisi	Metazoa	1418190	metazoa_metadata
Nicodamidae_sp._2_RK-2018	Metazoa	2080922	metazoa_metadata
Nicotiana_attenuata	angiosperms	49451	accession_api
Nicotiana_benthamiana	angiosperms	4100	name_search_full_name
Nicotiana_sylvestris	angiosperms	4096	accession_api
Nicotiana_tabacum	angiosperms	4097	accession_api
Nicotiana_tomentosiformis	angiosperms	4098	accession_api
Nilaparvata_lugens	Metazoa	108931	accession_api
Ninoe_nigripes	Metazoa	318790	metazoa_metadata
Niphargus_hrabei	Metazoa	556197	metazoa_metadata
Niphotrichum_japonicum	bryophytes	254109	name_search_full_name
Niponia_nodulosa	Metazoa	1325555	metazoa_metadata
Nipponacmea_fuscoviridis	Metazoa	225302	metazoa_metadata
Nipponentomon_nippon	Metazoa	1314697	metazoa_metadata
Nitzschia_inconspicua	Protists	303405	accession_api
Niveomyces_insectorum_RCEF_264	Fungi	1081102	accession_api
Noccaea_brachypetala	angiosperms	1520948	accession_api
Noccaea_rotundifolia	angiosperms	1230357	accession_api
Norana_najaformis	Metazoa	991102	accession_api
Nosema_bombycis_CQ1	Fungi	578461	accession_api
Nosema_granulosis	Fungi	83296	accession_api
Nothophoma_quercina	Fungi	749835	accession_api
Nothrus_palustris	Metazoa	198293	accession_api
Notiphilides_grandis	Metazoa	1816494	metazoa_metadata
Notodromas_monacha	Metazoa	399045	accession_api
Notospermus_geniculatus	Metazoa	416868	accession_api
Notostira_elongata	Metazoa	537464	metazoa_metadata
Notothylas_orbicularis	bryophytes	93617	name_search_full_name
Novanapis_sp._RK-2018	Metazoa	2080923	metazoa_metadata
Novocrania_anomala	Metazoa	317945	metazoa_metadata
Nuclearia_delicatula	Metazoa	154968	metazoa_metadata
Nucleospora_cyclopteri	Fungi	1300064	accession_api
Nucula_tumidula	Metazoa	437803	metazoa_metadata
Nuttallochiton_mirandus	Metazoa	256062	metazoa_metadata
Nylanderia_fulva	Metazoa	613905	accession_api
Nymphaea_colorata	angiosperms	210225	accession_api
Nymphaea_thermarum	angiosperms	419125	accession_api
Nymphon_gracile	Metazoa	136195	metazoa_metadata
Nymphon_molleri	Metazoa	2138377	metazoa_metadata
Nyssa_sinensis	angiosperms	561372	accession_api
Oasisia_alvinae	Metazoa	53619	metazoa_metadata
Obama_braunsi	Metazoa	1336527	metazoa_metadata
Obama_carinata	Metazoa	1336530	metazoa_metadata
Obama_nungara	Metazoa	1826298	metazoa_metadata
Obba_rivulosa	Fungi	1052685	accession_api
Obelidium_mucronatum	Fungi	110081	accession_api
Occasjapyx_japonicus	Metazoa	289462	metazoa_metadata
Occiperipatoides_gilesii	Metazoa	1454325	metazoa_metadata
Ochyrocera_sp._RK-2018	Metazoa	2080925	metazoa_metadata
Octopoteuthis_deletron	Metazoa	1582096	metazoa_metadata
Octopus_bimaculoides	Metazoa	37653	accession_api
Octopus_sinensis	Metazoa	2607531	accession_api
Octostigma_sinensis	Metazoa	211997	metazoa_metadata
Oculimacula_yallundae	Fungi	86028	accession_api
Ocypode_ceratophthalmus	Metazoa	373423	metazoa_metadata
Oecobius_cellariorum	Metazoa	198414	metazoa_metadata
Ogataea_angusta	Fungi	870730	accession_api
Ogataea_haglerorum	Fungi	1937702	accession_api
Ogataea_parapolymorpha_DL-1	Fungi	871575	name_search_full_name
Ogataea_parapolymorpha_DL1	Fungi	871575	accession_api
Ogataea_philodendri	Fungi	1378263	accession_api
Ogataea_polymorpha	Fungi	460523	accession_api
Oidiodendron_maius_Zn	Fungi	913774	accession_api
Oikopleura_dioica	Metazoa	34765	accession_api
Olavius_sp._CE14538	Metazoa	2562122	metazoa_metadata
Oldenlandia_corymbosa	angiosperms	529605	accession_api
Olea_europaea	angiosperms	158386	accession_api
