Species	Group	TaxID	TaxName	superkingdom	kingdom	phylum	class	order	family	genus
Amanita_inopinata_Kibby_2008	Fungi	1457513	Amanita inopinata Kibby_2008	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita
Amanita_muscaria	Fungi	41956	Amanita muscaria	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita
Amanita_phalloides	Fungi	67723	Amanita phalloides	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita
Amanita_polypyramis_BW_CC	Fungi	1457511	Amanita polypyramis BW_CC	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita
Amanita_thiersii_Skay4041	Fungi	703135	Amanita thiersii Skay4041	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita
Amaranthus_hypochondriacus	angiosperms	28502	Amaranthus hypochondriacus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus
Amaranthus_tricolor	angiosperms	29722	Amaranthus tricolor	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus
Ambigolimax_valentianus	Metazoa	1338344	Ambigolimax valentianus	Eukaryota	Metazoa	Mollusca	Gastropoda	Stylommatophora	Limacidae	Ambigolimax
Ambispora_gerdemannii	Fungi	144530	Ambispora gerdemannii	Eukaryota	Fungi	Glomeromycota	Glomeromycetes	Archaeosporales	Ambisporaceae	Ambispora
Ambispora_leptoticha	Fungi	144679	Ambispora leptoticha	Eukaryota	Fungi	Glomeromycota	Glomeromycetes	Archaeosporales	Ambisporaceae	Ambispora
Amblyomma_americanum	Metazoa	6943	Amblyomma americanum	Eukaryota	Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	Amblyomma
Amblyopyrum_muticum	angiosperms	3118280	Amblyopyrum muticum var. muticum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Amblyopyrum
Amblyraja_radiata	Metazoa	386614	Amblyraja radiata	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Amblyraja
Amborella_trichopoda	angiosperms	13333	Amborella trichopoda	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Amborellales	Amborellaceae	Amborella
Ambrosia_artemisiifolia	angiosperms	4212	Ambrosia artemisiifolia	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia
Ameiurus_melas	Metazoa	219545	Ameiurus melas	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ameiurus
Amia_calva	Metazoa	7924	Amia calva	Eukaryota	Metazoa	Chordata	Actinopteri	Amiiformes	Amiidae	Amia
Amniculicola_lignicola_CBS_123094	Fungi	1392246	Amniculicola lignicola CBS 123094	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Amniculicola
Amoebidium_parasiticum	Protists	4881	Amoebidium parasiticum	Eukaryota			Ichthyosporea	Ichthyophonida	Amoebidiaceae	Amoebidium
Amorphochlora_amoebiformis	Protists	1561963	Amorphochlora amoebiformis	Eukaryota		Cercozoa	Chlorarachniophyceae			Amorphochlora
Amorphotheca_resinae_ATCC_22711	Fungi	857342	Amorphotheca resinae ATCC 22711	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Amorphotheca
Ampelocalamus_luodianensis	angiosperms	387595	Ampelocalamus luodianensis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Ampelocalamus
Amphibalanus_amphitrite	Metazoa	1232801	Amphibalanus amphitrite	Eukaryota	Metazoa	Arthropoda	Thecostraca	Balanomorpha	Balanidae	Amphibalanus
Amphichorda_felina	Fungi	37994	Amphichorda felina	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Amphichorda
Amphidinium_carterae	Protists	2961	Amphidinium carterae	Eukaryota			Dinophyceae	Amphidiniales	Amphidiniaceae	Amphidinium
Amphiduros_fuscescens	Metazoa	1209993	Amphiduros pacificus	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Hesionidae	Amphiduros
Amphimedon_queenslandica	Metazoa	400682	Amphimedon queenslandica	Eukaryota	Metazoa	Porifera	Demospongiae	Haplosclerida	Niphatidae	Amphimedon
Amphimeniidae_sp.	Metazoa	2137300	Amphimeniidae sp. KK-2018	Eukaryota	Metazoa	Mollusca	Solenogastres	Cavibelonia	Amphimeniidae	
Amphiporus_lactifloreus	Metazoa	187594	Amphiporus lactifloreus	Eukaryota	Metazoa	Nemertea	Enopla	Monostilifera	Amphiporidae	Amphiporus
Amphizoa_insolens	Metazoa	107775	Amphizoa insolens	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Amphizoidae	Amphizoa
Amylocarpus_encephaloides	Fungi	45428	Amylocarpus encephaloides	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales		Amylocarpus
Amylocystis_lapponica	Fungi	202700	Amylocystis lapponica	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	Amylocystis
Amylostereum_chailletii	Fungi	55340	Amylostereum chailletii	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Amylostereum
Anabas_testudineus	Metazoa	64144	Anabas testudineus	Eukaryota	Metazoa	Chordata	Actinopteri	Anabantiformes	Anabantidae	Anabas
Anaeromyces_robustus	Fungi	1754192	Anaeromyces robustus	Eukaryota	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces
Anamobaea_orstedii	Metazoa	2733422	Anamobaea orstedii	Eukaryota	Metazoa	Annelida	Polychaeta	Sabellida	Sabellidae	Anamobaea
Ananas_comosus	angiosperms	4615	Ananas comosus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Ananas
Anaplectus_granulosus	Metazoa	2072756	Anaplectus granulosus	Eukaryota	Metazoa	Nematoda	Chromadorea	Plectida	Plectidae	Anaplectus
Anaulaciulus_tonginus	Metazoa	2850401	Anaulaciulus tonginus	Eukaryota	Metazoa	Arthropoda	Diplopoda	Julida	Julidae	Anaulaciulus
Anchistropus_emarginatus	Metazoa	423250	Anchistropus emarginatus	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Chydoridae	Anchistropus
Ancistrocladus_abbreviatus	angiosperms	122295	Ancistrocladus abbreviatus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Ancistrocladaceae	Ancistrocladus
Andrographis_paniculata	angiosperms	175694	Andrographis paniculata	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Andrographis
Androsace_septentrionalis	angiosperms	184985	Androsace septentrionalis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Androsace
Androsace_vitaliana	angiosperms	175111	Androsace vitaliana	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Androsace
Androsace_wulfeniana	angiosperms	229462	Androsace wulfeniana	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Androsace
Anentome_helena	Metazoa	1912881	Anentome helena	Eukaryota	Metazoa	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Anentome
Angophora_floribunda	angiosperms	34308	Angophora floribunda	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Angophora
Anguilla_anguilla	Metazoa	7936	Anguilla anguilla	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Anisodus_acutangulus	angiosperms	402998	Anisodus acutangulus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Anisodus
Anisodus_tanguticus	angiosperms	243964	Anisodus tanguticus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Anisodus
Anncaliia_algerae_PRA339	Fungi	1288291	Anncaliia algerae PRA339	Eukaryota	Fungi	Microsporidia			Tubulinosematidae	Anncaliia
Anneissia_japonica	Metazoa	1529436	Anneissia japonica	Eukaryota	Metazoa	Echinodermata	Crinoidea	Comatulida	Comatulidae	Anneissia
Annulohypoxylon_bovei_var._microspora	Fungi	326617	Annulohypoxylon bovei var. microspora	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon
Annulohypoxylon_maeteangense	Fungi	1927788	Annulohypoxylon maeteangense	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon
Annulohypoxylon_moriforme	Fungi	326622	Annulohypoxylon moriforme	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon
Annulohypoxylon_nitens	Fungi	326626	Annulohypoxylon nitens	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon
Annulohypoxylon_truncatum	Fungi	327061	Annulohypoxylon truncatum	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon
Anopheles_gambiae	Metazoa	7165	Anopheles gambiae	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles
Anopheles_merus	Metazoa	30066	Anopheles merus	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles
Anoplodactylus_insignis	Metazoa	1842456	Anoplodactylus insignis	Eukaryota	Metazoa	Arthropoda	Pycnogonida	Pantopoda	Phoxichilidiidae	Anoplodactylus
Anopsobius_giribeti	Metazoa	269517	Anopsobius giribeti	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Henicopidae	Anopsobius
Antalis_entalis	Metazoa	211836	Antalis entalis	Eukaryota	Metazoa	Mollusca	Scaphopoda	Dentaliida	Dentaliidae	Antalis
Anthoceros_agrestis	bryophytes	41834	Anthoceros agrestis	Eukaryota	Viridiplantae	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros
Anthoceros_fusiformis	bryophytes	400545	Anthoceros fusiformis	Eukaryota	Viridiplantae	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros
Anthoceros_punctatus	bryophytes	3234	Anthoceros punctatus	Eukaryota	Viridiplantae	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros
Anthostomella_pinea	Fungi	933095	Anthostomella pinea	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Anthostomella
Antiaris_toxicaria	angiosperms	241857	Antiaris toxicaria	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Antiaris
Antirrhinum_hispanicum	angiosperms	49039	Antirrhinum hispanicum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Antirrhinum
Antirrhinum_majus	angiosperms	4151	Antirrhinum majus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Antirrhinum
Antrodiella_citrinella	Fungi	2447956	Antrodiella citrinella	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Antrodiella
Antygomonas_paulae	Metazoa	1564067	Antygomonas paulae	Eukaryota	Metazoa	Kinorhyncha	Cyclorhagida		Antygomonidae	Antygomonas
Anurida_maritima	Metazoa	64695	Anurida maritima	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Neanuridae	Anurida
Aoraki_denticulata	Metazoa	526530	Aoraki denticulata	Eukaryota	Metazoa	Arthropoda	Arachnida	Opiliones	Pettalidae	Aoraki
Apachyus_charteceus	Metazoa	1323532	Apachyus charteceus	Eukaryota	Metazoa	Arthropoda	Insecta	Dermaptera	Apachyidae	Apachyus
Apatococcus_fuscideae	chlorophyta	2026836	Apatococcus fuscideae	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Apatococcus
Apatococcus_lobatus	chlorophyta	904363	Apatococcus lobatus	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Apatococcus
Aphanocladium_album	Fungi	12942	Aphanocladium album	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Aphanocladium
Aphanoconia_osumiense	Metazoa	2950572	Aphanoconia osumiense	Eukaryota	Metazoa	Mollusca	Gastropoda	Cycloneritida	Helicinidae	Aphanoconia
Aphanomyces_astaci	Protists	112090	Aphanomyces astaci	Eukaryota		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	Aphanomyces
Aphanomyces_cochlioides	Protists	112091	Aphanomyces cochlioides	Eukaryota		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	Aphanomyces
Aphanomyces_euteiches	Protists	100861	Aphanomyces euteiches	Eukaryota		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	Aphanomyces
Aphanomyces_invadans	Protists	157072	Aphanomyces invadans	Eukaryota		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	Aphanomyces
Aphanomyces_stellatus	Protists	120398	Aphanomyces stellatus	Eukaryota		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	Aphanomyces
Aphelenchus_avenae	Metazoa	70226	Aphelenchus avenae	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Aphelenchidae	Aphelenchus
Apios_americana	angiosperms	185702	Apios americana	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Apios
Apios_priceana	angiosperms	254393	Apios priceana	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Apios
Apiosordaria_backusii	Fungi	314023	Apiosordaria backusii	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apiosordaria
Apiospora_arundinis	Fungi	335852	Apiospora arundinis	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora
Apiospora_aurea	Fungi	335848	Apiospora aurea	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora
Apiospora_hydei	Fungi	1337664	Apiospora hydei	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora
Apiospora_kogelbergensis	Fungi	1337665	Apiospora kogelbergensis	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora
Apiospora_marii	Fungi	335849	Apiospora marii	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora
Apiospora_phragmitis	Fungi	2905665	Apiospora phragmitis	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora
Apiospora_rasikravindrae	Fungi	990691	Apiospora rasikravindrae	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora
Apiospora_saccharicola	Fungi	335842	Apiospora saccharicola	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora
Apiotrichum_porosum	Fungi	105984	Apiotrichum porosum	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum
Apis_mellifera	Metazoa	7460	Apis mellifera	Eukaryota	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis
Apium_graveolens	angiosperms	4045	Apium graveolens	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Apium
Aplosporella_prunicola_CBS_121167	Fungi	1176127	Aplosporella prunicola CBS 121167	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella
Aplysiopsis_enteromorphae	Metazoa	649608	Aplysiopsis	Eukaryota	Metazoa	Mollusca	Gastropoda		Limapontiidae	
Apocyclops_royi	Metazoa	298420	Apocyclops royi	Eukaryota	Metazoa	Arthropoda	Copepoda	Cyclopoida	Cyclopidae	Apocyclops
Apocynum_pictum	angiosperms	377126	Apocynum pictum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum
Apodomenia_enigmatica	Metazoa	2138613	Apodomenia enigmatica	Eukaryota	Metazoa	Mollusca	Solenogastres		Apodomeniidae	Apodomenia
Apodospora_peruviana	Fungi	516989	Apodospora peruviana	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodospora
Apolpium_sp._MCZ_144360	Metazoa	2590504	Apolpium sp. MCZ 144360	Eukaryota	Metazoa	Arthropoda	Arachnida	Pseudoscorpiones	Olpiidae	Apolpium
Apophysomyces_ossiformis	Fungi	679940	Apophysomyces ossiformis	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Apophysomyces
Apostasia_shenzhenica	angiosperms	1088818	Apostasia shenzhenica	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Apostasia
Aposthonia_japonica	Metazoa	911381	Aposthonia japonica	Eukaryota	Metazoa	Arthropoda	Insecta	Embioptera	Oligotomidae	Aposthonia
Aquilegia_coerulea	angiosperms	218851	Aquilegia coerulea	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aquilegia
Arabidopsis_arenicola	angiosperms	347883	Arabidopsis arenicola	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Arabidopsis_arenosa	angiosperms	38785	Arabidopsis arenosa	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Arabidopsis_halleri	angiosperms	81970	Arabidopsis halleri	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Arabidopsis_lyrata	angiosperms	81972	Arabidopsis lyrata subsp. lyrata	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Arabidopsis_suecica	angiosperms	45249	Arabidopsis suecica	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Arabidopsis_thaliana	angiosperms	3702	Arabidopsis thaliana	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Arabidopsis_thaliana_x_Arabidopsis_arenosa	angiosperms	1240361	Arabidopsis thaliana x Arabidopsis arenosa	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Arabis_caerulea	angiosperms	586519	Arabis caerulea	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis
Arabis_ciliata	angiosperms	571353	Arabis ciliata	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis
Arachis_duranensis	angiosperms	130453	Arachis duranensis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis
Arachis_hypogaea	angiosperms	3818	Arachis hypogaea	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis
Arachis_ipaensis	angiosperms	130454	Arachis ipaensis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis
Arachis_stenosperma	angiosperms	217475	Arachis stenosperma	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis
Arapaima_gigas	Metazoa	113544	Arapaima gigas	Eukaryota	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Osteoglossidae	Arapaima
Architeuthis_dux	Metazoa	256136	Architeuthis dux	Eukaryota	Metazoa	Mollusca	Cephalopoda	Oegopsida	Architeuthidae	Architeuthis
Archoleptoneta_schusteri	Metazoa	1002511	Archoleptoneta schusteri	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Leptonetidae	Archoleptoneta
Arctium_lappa	angiosperms	4217	Arctium lappa	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Arctium
Arenicola_marina	Metazoa	6344	Arenicola marina	Eukaryota	Metazoa	Annelida	Polychaeta		Arenicolidae	Arenicola
Aretaon_asperrimus	Metazoa	173775	Aretaon asperrimus	Eukaryota	Metazoa	Arthropoda	Insecta	Phasmatodea	Heteropterygidae	Aretaon
Argentina_anserina	angiosperms	57926	Argentina anserina	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Argentina
Argiope_bruennichi	Metazoa	94029	Argiope bruennichi	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Araneidae	Argiope
Argopecten_purpuratus	Metazoa	228297	Argopecten purpuratus	Eukaryota	Metazoa	Mollusca	Bivalvia	Pectinida	Pectinidae	Argopecten
Argulus_siamensis	Metazoa	1167309	Argulus siamensis	Eukaryota	Metazoa	Arthropoda	Ichthyostraca	Arguloida	Argulidae	Argulus
Argyroneta_aquatica	Metazoa	375087	Argyroneta aquatica	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Dictynidae	Argyroneta
Arion_vulgaris	Metazoa	1028688	Arion vulgaris	Eukaryota	Metazoa	Mollusca	Gastropoda	Stylommatophora	Arionidae	Arion
Aristida_adscensionis	angiosperms	121766	Aristida adscensionis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Aristida
Aristolochia_californica	angiosperms	171875	Aristolochia californica	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Aristolochiaceae	Aristolochia
Aristolochia_fimbriata	angiosperms	158543	Aristolochia fimbriata	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Aristolochiaceae	Aristolochia
Armadillidium_nasatum	Metazoa	96803	Armadillidium nasatum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Armadillidiidae	Armadillidium
Armadillidium_vulgare	Metazoa	13347	Armadillidium vulgare	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Armadillidiidae	Armadillidium
Armillaria_borealis	Fungi	47425	Armillaria borealis	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria
Armillaria_fumosa	Fungi	153910	Armillaria fumosa	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria
Armillaria_luteobubalina	Fungi	153913	Armillaria luteobubalina	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria
Armillaria_mellea	Fungi	47429	Armillaria mellea	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria
Armillaria_nabsnona	Fungi	64368	Armillaria nabsnona	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria
