Species	Group	TaxID	TaxName	superkingdom	kingdom	phylum	class	order	family	genus
Ligia_oceanica	Metazoa	96856	Ligia oceanica	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Ligiidae	Ligia
Lignoscripta_atroalba	Fungi	2918522	Lignoscripta atroalba	Eukaryota	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Lignoscripta
Limacus_flavus	Metazoa	36461	Limacus flavus	Eukaryota	Metazoa	Mollusca	Gastropoda	Stylommatophora	Limacidae	Limacus
Limax_maximus	Metazoa	146086	Limax maximus	Eukaryota	Metazoa	Mollusca	Gastropoda	Stylommatophora	Limacidae	Limax
Limnognathia_maerski	Metazoa	195507	Limnognathia maerski	Eukaryota	Metazoa		Micrognathozoa	Limnognathida	Limnognathidae	Limnognathia
Limtongia_smithiae	Fungi	1125753	Limtongia smithiae	Eukaryota	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Limtongia
Limulus_polyphemus	Metazoa	6850	Limulus polyphemus	Eukaryota	Metazoa	Arthropoda	Merostomata	Xiphosura	Limulidae	Limulus
Linderina_macrospora	Fungi	4868	Linderina macrospora	Eukaryota	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Linderina
Linderina_pennispora	Fungi	61395	Linderina pennispora	Eukaryota	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Linderina
Lindgomyces_ingoldianus	Fungi	673940	Lindgomyces ingoldianus	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Lindgomyces
Lineolata_rhizophorae	Fungi	578093	Lineolata rhizophorae	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Lineolatales	Lineolataceae	Lineolata
Lineus_longissimus	Metazoa	88925	Lineus longissimus	Eukaryota	Metazoa	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Lineus
Lineus_sanguineus	Metazoa	187800	Lineus sanguineus	Eukaryota	Metazoa	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Lineus
Lingula_anatina	Metazoa	7574	Lingula anatina	Eukaryota	Metazoa	Brachiopoda	Lingulata	Lingulida	Lingulidae	Lingula
Linhomoeidae	Metazoa	319958	Linhomoeidae	Eukaryota	Metazoa	Nematoda	Chromadorea	Monhysterida		
Linnemannia_elongata	Fungi	310910	Linnemannia elongata	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Linnemannia_exigua	Fungi	604196	Linnemannia exigua	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Linnemannia_gamsii	Fungi	64522	Linnemannia gamsii	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Linnemannia_hyalina	Fungi	64524	Linnemannia hyalina	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Linnemannia_zychae	Fungi	979765	Linnemannia zychae	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Linum_grandiflorum	angiosperms	559336	Linum grandiflorum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Linaceae	Linum
Linum_perenne	angiosperms	35941	Linum perenne	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Linaceae	Linum
Linum_tenue	angiosperms	586396	Linum tenue	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Linaceae	Linum
Linum_trigynum	angiosperms	586398	Linum trigynum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Linaceae	Linum
Lipara_lucens	Metazoa	1323540	Lipara lucens	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Chloropidae	Lipara
Liphistius_thaleban	Metazoa	1905330	Liphistius thaleban	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Liphistiidae	Liphistius
Lipomyces_arxii	Fungi	56418	Lipomyces arxii	Eukaryota	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_chichibuensis	Fungi	1546026	Lipomyces chichibuensis	Eukaryota	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_doorenjongii	Fungi	383834	Lipomyces doorenjongii	Eukaryota	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_japonicus	Fungi	56871	Lipomyces japonicus	Eukaryota	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_kononenkoae	Fungi	34357	Lipomyces kononenkoae	Eukaryota	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_mesembrius	Fungi	56874	Lipomyces mesembrius	Eukaryota	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_oligophaga	Fungi	45792	Lipomyces oligophaga	Eukaryota	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_tetrasporus	Fungi	54092	Lipomyces tetrasporus	Eukaryota	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Liposcelis_sp._PH-2016	Metazoa	1924920	Liposcelis sp. PH-2016	Eukaryota	Metazoa	Arthropoda	Insecta	Psocodea	Liposcelididae	Liposcelis
Liquidambar_formosana	angiosperms	63359	Liquidambar formosana	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar
Lirceus_culveri	Metazoa	2742979	Lirceus culveri	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Asellidae	Lirceus
Lithobius_niger	Metazoa	981152	Lithobius niger	Eukaryota	Metazoa	Arthropoda	Chilopoda	Lithobiomorpha	Lithobiidae	Lithobius
Lithocarpus_litseifolius	angiosperms	425828	Lithocarpus litseifolius	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus
Lithocolla_globosa	Protists	2511775	Lithocolla globosa	Eukaryota				Rotosphaerida		Lithocolla
Lithohypha_guttulata	Fungi	1690604	Lithohypha guttulata	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Lithohypha
Lithospermum_erythrorhizon	angiosperms	34254	Lithospermum erythrorhizon	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Lithospermum
Lizonia_empirigonia	Fungi	1496277	Lizonia empirigonia	Eukaryota	Fungi	Ascomycota	Dothideomycetes		Pseudoperisporiaceae	Lizonia
Lobaria_immixta	Fungi	669869	Lobaria immixta	Eukaryota	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobaria
Lobiger_nevilli	Metazoa	2916554	Lobiger nevilli	Eukaryota	Metazoa	Mollusca	Gastropoda		Oxynoeidae	Lobiger
Lobosporangium_transversale	Fungi	64571	Lobosporangium transversale	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium
Lobulomyces_angularis	Fungi	109889	Lobulomyces angularis	Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes	Lobulomycetales	Lobulomycetaceae	Lobulomyces
Locusta_migratoria_manilensis	Metazoa	229990	Locusta migratoria manilensis	Eukaryota	Metazoa	Arthropoda	Insecta	Orthoptera	Acrididae	Locusta
Lodderomyces_beijingensis	Fungi	1775926	Lodderomyces beijingensis	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Lodderomyces
Lodderomyces_elongisporus	Fungi	36914	Lodderomyces elongisporus	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Lodderomyces
Lojkania_enalia	Fungi	147567	Lojkania enalia	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Lojkania
Lolium_multiflorum	angiosperms	4521	Lolium multiflorum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium
Lolium_perenne	angiosperms	4522	Lolium perenne	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium
Lolium_rigidum	angiosperms	89674	Lolium rigidum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium
Lonicera_macranthoides	angiosperms	638627	Lonicera macranthoides	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera
Lopadorrhynchus_sp._ET-2021	Metazoa	2863092	Lopadorrhynchus sp. ET-2021	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Lopadorrhynchidae	Lopadorrhynchus
Lophiostoma_macrostomum_CBS_122681	Fungi	1314788	Lophiostoma macrostomum CBS 122681	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma
Lophiotrema_nucula	Fungi	690887	Lophiotrema nucula	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema
Lophium_mytilinum	Fungi	390894	Lophium mytilinum	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Lophium
Lottia_gigantea	Metazoa	225164	Lottia gigantea	Eukaryota	Metazoa	Mollusca	Gastropoda		Lottiidae	Lottia
Lotus_japonicus	angiosperms	34305	Lotus japonicus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus
Loxomitra_sp._KK-2020	Metazoa	2718617	Loxomitra sp. KK-2020	Eukaryota	Metazoa	Entoprocta			Loxosomatidae	Loxomitra
Loxosceles_deserta	Metazoa	424440	Loxosceles deserta	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Sicariidae	Loxosceles
Loxosomella_nordgaardi	Metazoa	2718616	Loxosomella nordgaardi	Eukaryota	Metazoa	Entoprocta			Loxosomatidae	Loxosomella
Loxospora_ochrophaea	Fungi	400354	Loxospora ochrophaea	Eukaryota	Fungi	Ascomycota	Lecanoromycetes	Sarrameanales	Sarrameanaceae	Loxospora
Lucensosergia_lucens	Metazoa	2849048	Lucensosergia lucens	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Sergestidae	Lucensosergia
Lunasporangiospora_selenospora	Fungi	979761	Lunasporangiospora selenospora	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lunasporangiospora
Lupinus_albus	angiosperms	3870	Lupinus albus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus
Lupinus_angustifolius	angiosperms	3871	Lupinus angustifolius	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus
Lupinus_luteus	angiosperms	3873	Lupinus luteus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus
Luteostriata_ernesti	Metazoa	1334170	Luteostriata ernesti	Eukaryota	Metazoa	Platyhelminthes		Tricladida	Geoplanidae	Luteostriata
Lycium_barbarum	angiosperms	112863	Lycium barbarum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Lycium
Lycium_ferocissimum	angiosperms	112874	Lycium ferocissimum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Lycium
Lymnaea_stagnalis	Metazoa	6523	Lymnaea stagnalis	Eukaryota	Metazoa	Mollusca	Gastropoda		Lymnaeidae	Lymnaea
Lynceus_sp._MCZ_IZ_141354	Metazoa	1930659	Lynceus sp. MCZ IZ 141354	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Lynceidae	Lynceus
Lyophyllum_atratum	Fungi	117065	Lyophyllum atratum	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum
Lyophyllum_shimeji	Fungi	47721	Lyophyllum shimeji	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum
Lysiosquilla_maculata	Metazoa	344752	Lysiosquillina maculata	Eukaryota	Metazoa	Arthropoda	Malacostraca	Stomatopoda	Lysiosquillidae	Lysiosquillina
Lysmata_wurdemanni	Metazoa	338206	Lysmata wurdemanni	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Lysmata
Lytechinus_variegatus	Metazoa	7654	Lytechinus variegatus	Eukaryota	Metazoa	Echinodermata	Echinoidea	Temnopleuroida	Toxopneustidae	Lytechinus
Macadamia_integrifolia	angiosperms	60698	Macadamia integrifolia	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Proteales	Proteaceae	Macadamia
Macellomenia_schanderi	Metazoa	1500390	Macellomenia schanderi	Eukaryota	Metazoa	Mollusca	Solenogastres	Pholidoskepia	Macellomeniidae	Macellomenia
Machilis_hrabei	Metazoa	438506	Machilis hrabei	Eukaryota	Metazoa	Arthropoda	Insecta	Archaeognatha	Machilidae	Machilis
Macleaya_cordata	angiosperms	56857	Macleaya cordata	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Macleaya
Macrobrachium_nipponense	Metazoa	159736	Macrobrachium nipponense	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Macrobrachium
Macrolepiota_fuliginosa_MF-IS2	Fungi	1400762	Macrolepiota fuliginosa MF-IS2	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota
Macrolepiota_fuliginosa_MFIS2	Fungi	1400762	Macrolepiota fuliginosa MF-IS2	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota
Macroperipatus_torquatus	Metazoa	1454321	Macroperipatus torquatus	Eukaryota	Metazoa	Onychophora	Udeonychophora	Euonychophora	Peripatidae	Macroperipatus
Macrostomum_lignano	Metazoa	282301	Macrostomum lignano	Eukaryota	Metazoa	Platyhelminthes			Macrostomidae	Macrostomum
Macrotrichidae	Metazoa	77757	Macrotrichidae	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca		
Macroventuria_anomochaeta	Fungi	301207	Macroventuria anomochaeta	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria
Madagascaria_erythrocladioides	Rhodophyta	753684	Madagascaria erythrocladioides	Eukaryota		Rhodophyta	Compsopogonophyceae	Erythropeltidales	Erythrotrichiaceae	Madagascaria
Madurella_fahalii	Fungi	1157608	Madurella fahalii	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales		Madurella
Magallana_gigas	Metazoa	29159	Magallana gigas	Eukaryota	Metazoa	Mollusca	Bivalvia	Ostreida	Ostreidae	Magallana
Magallana_hongkongensis	Metazoa	2653900	Magallana hongkongensis	Eukaryota	Metazoa	Mollusca	Bivalvia	Ostreida	Ostreidae	Magallana
Magellania_venosa	Metazoa	406290	Magellania venosa	Eukaryota	Metazoa	Brachiopoda	Rhynchonellata	Terebratulida	Terebratellidae	Magellania
Magelona_pitelkai	Metazoa	1653079	Magelona pitelkai	Eukaryota	Metazoa	Annelida	Polychaeta	Spionida	Magelonidae	Magelona
Magnaporthiopsis_poae_ATCC_64411	Fungi	644358	Magnaporthiopsis poae ATCC 64411	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis
Magnolia_sinica	angiosperms	86752	Magnolia sinica	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia
Magnusiomyces_paraingens	Fungi	2606893	Magnusiomyces paraingens	Eukaryota	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Dipodascaceae	Magnusiomyces
Malacobdella_grossa	Metazoa	166027	Malacobdella grossa	Eukaryota	Metazoa	Nemertea	Enopla	Bdellonemertea	Malacobdellidae	Malacobdella
Malania_oleifera	angiosperms	397392	Malania oleifera	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Santalales	Ximeniaceae	Malania
Malassezia_arunalokei	Fungi	1514897	Malassezia arunalokei	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_brasiliensis	Fungi	1821822	Malassezia brasiliensis	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_caprae	Fungi	1381934	Malassezia caprae	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_cuniculi	Fungi	948313	Malassezia cuniculi	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_equina	Fungi	1381935	Malassezia equina	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_furfur	Fungi	55194	Malassezia furfur	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_globosa_CBS_7966	Fungi	425265	Malassezia globosa CBS 7966	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_japonica	Fungi	223818	Malassezia japonica	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_nana	Fungi	180528	Malassezia nana	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_obtusa	Fungi	76774	Malassezia obtusa	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_pachydermatis	Fungi	77020	Malassezia pachydermatis	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_psittaci	Fungi	1821823	Malassezia psittaci	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_restricta	Fungi	76775	Malassezia restricta	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_sympodialis_ATCC_42132	Fungi	1230383	Malassezia sympodialis ATCC 42132	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_vespertilionis	Fungi	2020962	Malassezia vespertilionis	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_yamatoensis	Fungi	253288	Malassezia yamatoensis	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malbranchea_cinnamomea	Fungi	5041	Malbranchea cinnamomea	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Malbrancheaceae	Malbranchea
Malus_domestica	angiosperms	3750	Malus domestica	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus
Malus_sylvestris	angiosperms	3752	Malus sylvestris	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus
Manayunkia_occidentalis	Metazoa	2704156	Manayunkia occidentalis	Eukaryota	Metazoa	Annelida	Polychaeta	Sabellida	Fabriciidae	Manayunkia
Mangifera_indica	angiosperms	29780	Mangifera indica	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera
Manihot_esculenta	angiosperms	3983	Manihot esculenta	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Manihot
Marasmius_crinis-equi	Fungi	585013	Marasmius crinis-equi	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius
Marasmius_crinisequi	Fungi	585013	Marasmius crinis-equi	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius
Marasmius_fiardii_PR-910	Fungi	1328756	Marasmius fiardii PR-910	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius
Marasmius_fiardii_PR910	Fungi	1328756	Marasmius fiardii PR-910	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius
Marasmius_oreades	Fungi	181124	Marasmius oreades	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius
Marasmius_tenuissimus	Fungi	585030	Marasmius tenuissimus	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius
Marchantia_paleacea	bryophytes	56867	Marchantia paleacea	Eukaryota	Viridiplantae	Streptophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia
Marchantia_polymorpha	bryophytes	1480154	Marchantia polymorpha subsp. ruderalis	Eukaryota	Viridiplantae	Streptophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia
Margaritifera_margaritifera	Metazoa	2505931	Margaritifera margaritifera	Eukaryota	Metazoa	Mollusca	Bivalvia	Unionida	Margaritiferidae	Margaritifera
Marisa_cornuarietis	Metazoa	75126	Marisa cornuarietis	Eukaryota	Metazoa	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Marisa
Marteilia_pararefringens	Protists	2184066	Marteilia pararefringens	Eukaryota		Endomyxa	Ascetosporea	Paramyxida	Marteiliidae	Marteilia
Martensiomyces_pterosporus	Fungi	61414	Martensiomyces pterosporus	Eukaryota	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Martensiomyces
Martiniozyma_asiatica_(nom._inval.)	Fungi	148097	Martiniozyma asiatica (nom. inval.)	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Martiniozyma
Massarina_eburnea_CBS_473.64	Fungi	1395130	Massarina eburnea CBS 473.64	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina
Massariosphaeria_phaeospora	Fungi	100035	Massariosphaeria phaeospora	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Massariosphaeria
Massospora_cicadina	Fungi	348617	Massospora cicadina	Eukaryota	Fungi	Entomophthoromycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Massospora
Mastacembelus_armatus	Metazoa	205130	Mastacembelus armatus	Eukaryota	Metazoa	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	Mastacembelus
Mastigoproctus_giganteus	Metazoa	58767	Mastigoproctus giganteus	Eukaryota	Metazoa	Arthropoda	Arachnida	Uropygi	Thelyphonidae	Mastigoproctus
Maudiozyma_barnettii	Fungi	61262	Maudiozyma barnettii	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Maudiozyma
Maudiozyma_exigua	Fungi	34358	Maudiozyma exigua	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Maudiozyma
Maudiozyma_humilis	Fungi	51915	Maudiozyma humilis	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Maudiozyma
Maudiozyma_saulgeensis	Fungi	1789683	Maudiozyma saulgeensis	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Maudiozyma
Mayamaea_pseudoterrestris	Protists	2872254	Mayamaea pseudoterrestris	Eukaryota		Bacillariophyta	Bacillariophyceae	Sellaphorales	Sellaphoraceae	Mayamaea
Meara_stichopi	Metazoa	84115	Meara stichopi	Eukaryota	Metazoa	Xenacoelomorpha		Nemertodermatida	Nemertodermatidae	Meara
Mecistocephalus_guildingii	Metazoa	126915	Mecistocephalus guildingii	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Mecistocephalidae	Mecistocephalus
Medicago_truncatula	angiosperms	3880	Medicago truncatula	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago
Mediolabrus_comicus	Protists	2590921	Mediolabrus comicus	Eukaryota		Bacillariophyta	Thalassiosirophyceae	Thalassiosirales	Thalassiosiraceae	Mediolabrus
Megaceros_flagellaris	bryophytes	263821	Megaceros flagellaris	Eukaryota	Viridiplantae	Streptophyta	Anthocerotopsida	Dendrocerotales	Dendrocerotaceae	Megaceros
Megacormus_gertschi	Metazoa	1843536	Megacormus gertschi	Eukaryota	Metazoa	Arthropoda	Arachnida	Scorpiones	Euscorpiidae	Megacormus
Megadrilus_sp._A5911	Metazoa	1654982	Megadrilus sp. A5911	Eukaryota	Metazoa	Annelida	Polychaeta		Protodrilidae	Megadrilus
Megahexura_fulva	Metazoa	389833	Megahexura fulva	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Mecicobothriidae	Megahexura
Megalops_cyprinoides	Metazoa	118141	Megalops cyprinoides	Eukaryota	Metazoa	Chordata	Actinopteri	Elopiformes	Megalopidae	Megalops
Meganyctiphanes_norvegica	Metazoa	48144	Meganyctiphanes norvegica	Eukaryota	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Meganyctiphanes
Meghimatium_bilineatum	Metazoa	318265	Meghimatium bilineatum	Eukaryota	Metazoa	Mollusca	Gastropoda	Stylommatophora	Philomycidae	Meghimatium
Meghimatium_fruhstorferi	Metazoa	414506	Meghimatium fruhstorferi	Eukaryota	Metazoa	Mollusca	Gastropoda	Stylommatophora	Philomycidae	Meghimatium
Meiomenia_swedmarki	Metazoa	1500384	Meiomenia swedmarki	Eukaryota	Metazoa	Mollusca	Solenogastres	Pholidoskepia	Meiomeniidae	Meiomenia
Meira_miltonrushii	Fungi	1280837	Meira miltonrushii	Eukaryota	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira
Melampsora_americana	Fungi	2182807	Melampsora americana	Eukaryota	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Melampsora_larici-populina_98AG31	Fungi	747676	Melampsora larici-populina 98AG31	Eukaryota	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Melampsora_laricipopulina_98AG31	Fungi	747676	Melampsora larici-populina 98AG31	Eukaryota	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Melanogaster_broomeanus	Fungi	2655010	Melanogaster broomeanus	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster
Melanomma_pulvis-pyrius_CBS_109.77	Fungi	1314802	Melanomma pulvis-pyrius CBS 109.77	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Melanomma
Melanomma_pulvispyrius_CBS_109.77	Fungi	1314802	Melanomma pulvis-pyrius CBS 109.77	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Melanomma
Melanopsichium_pennsylvanicum	Fungi	63383	Melanopsichium pennsylvanicum	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales		Melanopsichium
Melastoma_candidum	angiosperms	119954	Melastoma candidum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Melastoma
Melia_azedarach	angiosperms	155640	Melia azedarach	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Meliaceae	Melia
